pool,block_number,block_hash,block_time,log_index,tx_hash,sender,recipient,amount0,amount1,sqrt_price_x96,liquidity,price,tick
mypool,35884427,0x424a6c578598c6d7dd6d13ff8935bcb90dd046183ff52ef23d5df2eb3e9babc2,1667787381,3,0x424a6c578598c6d7dd6d13ff8935bcb90dd046183ff52ef23d5df2eb3e9babc2,sender,recipient,1.2,-48.41811503378275,505765843246250347582142543642,0,40751145827785.914,37076
mypool,35885194,0x5db1bf9e77dea0a84d55810d8cc815dc676d4b5ed2bbc6f3bdbb55fc6f86e214,1667787609,3,0x5db1bf9e77dea0a84d55810d8cc815dc676d4b5ed2bbc6f3bdbb55fc6f86e214,sender,recipient,9.5,-382.904297440081,505290475590565018709769357813,0,40674578091223.38,37057
mypool,35885890,0x5dd7e611ede3adbecd05d1c18efba339eb1708f9bd05e758e45af66604932ff8,1667787827,3,0x5dd7e611ede3adbecd05d1c18efba339eb1708f9bd05e758e45af66604932ff8,sender,recipient,1.2485435821904636,-50.26993392937001,505228066521763171468449201373,0,40664531174050.66,37055
mypool,35887953,0x593369d8a4a773c813dc772bace52bf6d634d79bb23773022a47b3d59f50e1cd,1667788513,3,0x593369d8a4a773c813dc772bace52bf6d634d79bb23773022a47b3d59f50e1cd,sender,recipient,2.4839853882976e-05,-0.001,505228065280284141686295688230,0,40664530974203.63,37055
mypool,35887957,0xbf70046a097fc17bf2b2c867b7097c08b80e120960dca22412370eb28f1362f2,1667788514,3,0xbf70046a097fc17bf2b2c867b7097c08b80e120960dca22412370eb28f1362f2,sender,recipient,0.000124199271246019,-0.005,505228059072888992775528122519,0,40664529974968.52,37055
mypool,35888030,0x96ed79aca1baab5c12e4d8ae8614f7ce8aceaa97791dffba1d4e130406e567f0,1667788542,3,0x96ed79aca1baab5c12e4d8ae8614f7ce8aceaa97791dffba1d4e130406e567f0,sender,recipient,2.4839854615433e-05,-0.001,505228057831409962993374609376,0,40664529775121.5,37055
mypool,35888218,0x8b03c52c12ba486bd40e83948ce56299168e8d2e1b874cc3dd5492790ec768eb,1667788602,3,0x8b03c52c12ba486bd40e83948ce56299168e8d2e1b874cc3dd5492790ec768eb,sender,recipient,4.9679709597093e-05,-0.002,505228055348451903429067583091,0,40664529375427.46,37055
mypool,35888704,0x100f333f41b1d73d2ab2916baa3672395c77f217b8f7d27edbe5acff2a1643f6,1667788747,6,0x100f333f41b1d73d2ab2916baa3672395c77f217b8f7d27edbe5acff2a1643f6,sender,recipient,2.4839854981661e-05,-0.001,505228054106972873646914069948,0,40664529175580.445,37055
mypool,35888946,0xa5b33a84da1e70952bb7b095eab69b79d5ad1c0b53f764f54a17461c7f9d7284,1667788826,4,0xa5b33a84da1e70952bb7b095eab69b79d5ad1c0b53f764f54a17461c7f9d7284,sender,recipient,0.03,-1.2077329322916217,505226554731863856289094083324,0,40664287814112.5,37055
mypool,35889871,0x905b66ef9707fcfe0a375ccb89a260338f66dceeb8616a9e11e384587bd303fc,1667789133,3,0x905b66ef9707fcfe0a375ccb89a260338f66dceeb8616a9e11e384587bd303fc,sender,recipient,2.4840002539835e-05,-0.001,505226553490384826506940570181,0,40664287614266.07,37055
mypool,35890673,0xdf4961af4e81567bbd47acc7e9f5f1d3bba019c3fe1acbc7e6f85ce14edbc163,1667789385,13,0xdf4961af4e81567bbd47acc7e9f5f1d3bba019c3fe1acbc7e6f85ce14edbc163,sender,recipient,4.298283924736736,-172.96524182448178,505011820769778533312355378299,0,40629728474760.2,37046
mypool,35891337,0xc404d4b31824d9f015d7f58f8a84831cb551f9f94553a37fee736486d780dd23,1667789593,3,0xc404d4b31824d9f015d7f58f8a84831cb551f9f94553a37fee736486d780dd23,sender,recipient,2.7347244390422e-05,-0.0011,505011819404151600551986513842,0,40629728255022.57,37046
mypool,35892067,0xc548c398dc5f19047720345715b46d27fd1301151e276af983e96e516499fda5,1667789878,3,0xc548c398dc5f19047720345715b46d27fd1301151e276af983e96e516499fda5,sender,recipient,2.4861131392365e-05,-0.001,505011818162672570769833000699,0,40629728055261.086,37046
mypool,35892609,0xd0e92a17ca55212675641ba32f428364286e6ae2fc609cb6af4dc3299581960d,1667790059,3,0xd0e92a17ca55212675641ba32f428364286e6ae2fc609cb6af4dc3299581960d,sender,recipient,2.4861131514598e-05,-0.001,505011816921193540987679487556,0,40629727855499.6,37046
mypool,35892965,0xcd304b0965ed1670d7d487037a38c33a0907f3e6616d6757c3abb1b3a92f8392,1667790184,3,0xcd304b0965ed1670d7d487037a38c33a0907f3e6616d6757c3abb1b3a92f8392,sender,recipient,2.4861131636831e-05,-0.001,505011815679714511205525974413,0,40629727655738.12,37046
mypool,35893094,0x6bca047303a06ef112589a2ffb2c8797c3a90e1bcb5d2820ccb7fd84bc208a17,1667790227,3,0x6bca047303a06ef112589a2ffb2c8797c3a90e1bcb5d2820ccb7fd84bc208a17,sender,recipient,2.4861131759064e-05,-0.001,505011814438235481423372461270,0,40629727455976.63,37046
mypool,35893426,0xe877f6ac423835c2eff87f53651525fa1d8670c983d48402c028fd92d4f353b7,1667790337,5,0xe877f6ac423835c2eff87f53651525fa1d8670c983d48402c028fd92d4f353b7,sender,recipient,3.459705683e-05,-0.001391612295123277,505011812710577999440809919136,0,40629727177986.09,37046
mypool,35894013,0x8e096698ddc13adc6824b6eafb92576f654be64279bc9fdf5cb601755f6c37b3,1667790540,3,0x8e096698ddc13adc6824b6eafb92576f654be64279bc9fdf5cb601755f6c37b3,sender,recipient,4.9722264225029e-05,-0.002,505011810227619939876502892851,0,40629726778463.13,37046
mypool,35894492,0x090f08cd5d35a7189203b428dbcf0110c01c69625bc4bff929d8f1a3162ccee8,1667790693,3,0x090f08cd5d35a7189203b428dbcf0110c01c69625bc4bff929d8f1a3162ccee8,sender,recipient,2.4861132295864e-05,-0.001,505011808986140910094349379708,0,40629726578701.65,37046
mypool,35894504,0x3adc73cd078fa851dc8f482673316120a10885b91aae2826a80fd9c89a36fe07,1667790697,3,0x3adc73cd078fa851dc8f482673316120a10885b91aae2826a80fd9c89a36fe07,sender,recipient,5.9666718008784e-05,-0.0024,505011806006591238617180948167,0,40629726099274.09,37046
mypool,35894969,0x730d77e93a938521af09127e4c401676178e209cb97477e8cc3170c4ed1ac1c8,1667790863,3,0x730d77e93a938521af09127e4c401676178e209cb97477e8cc3170c4ed1ac1c8,sender,recipient,0.000248611332615049,-0.01,505011793591800940795645816746,0,40629724101659.32,37046
mypool,35895227,0x59012771d5f9a7a1970d9d1aa95c2a2d630d185485e4cace10f2632331c367e6,1667790949,13,0x59012771d5f9a7a1970d9d1aa95c2a2d630d185485e4cace10f2632331c367e6,sender,recipient,2.7183401498e-05,-0.001093409559039261,505011792234355902285050871053,0,40629723883238.21,37046
mypool,35895589,0x4b7c5ca4a76288f9399ee201d5c1d4699e100c6782702c9c1ebf1225503b8839,1667791072,3,0x4b7c5ca4a76288f9399ee201d5c1d4699e100c6782702c9c1ebf1225503b8839,sender,recipient,-1.1332361942073592,46.51342,505068960215534017601763510093,0,40638923077369.305,37049
mypool,35895967,0x0983cb8fb736d334aa63bf17ec530a7db39972123c2423ace2adcd54ea828db8,1667791200,3,0x0983cb8fb736d334aa63bf17ec530a7db39972123c2423ace2adcd54ea828db8,sender,recipient,0.5,-20.115272292243752,505043987526804838992994861511,0,40634904465390.61,37048
mypool,35896078,0xd1e7d1cd177356c4db0ff384be1e3029560e1c71d5dcedbf43e356512759a013,1667791238,3,0xd1e7d1cd177356c4db0ff384be1e3029560e1c71d5dcedbf43e356512759a013,sender,recipient,0.0002,-0.008045710925022112,505043977538223445888869514130,0,40634902858065.086,37048
mypool,35896205,0xb7f13d998891ebc2dad68f5beb99cb243f819fa8fe294addab127f6a3a6c0452,1667791280,3,0xb7f13d998891ebc2dad68f5beb99cb243f819fa8fe294addab127f6a3a6c0452,sender,recipient,2.4857965481356e-05,-0.001,505043976296744416106716000987,0,40634902658290.88,37048
mypool,35896265,0x48a74457f93982bfde1d04d4e597507a01744e9d03c880ecb8f3c08ac5a5776a,1667791300,3,0x48a74457f93982bfde1d04d4e597507a01744e9d03c880ecb8f3c08ac5a5776a,sender,recipient,2.4857965603566e-05,-0.001,505043975055265386324562487844,0,40634902458516.67,37048
mypool,35896450,0x75855cd6fca8dc23c773a19e0342e51cc7b203bc8455dd451f46f0558f17344a,1667791362,3,0x75855cd6fca8dc23c773a19e0342e51cc7b203bc8455dd451f46f0558f17344a,sender,recipient,2.4857965725775e-05,-0.001,505043973813786356542408974701,0,40634902258742.47,37048
mypool,35896460,0x7ea060f91e3753d18dfbfc68788c14da8e6899973cc25242bb7829275821b4b4,1667791365,13,0x7ea060f91e3753d18dfbfc68788c14da8e6899973cc25242bb7829275821b4b4,sender,recipient,2.2e-05,-0.000885028169269995,505043972715042443627218965134,0,40634902081936.67,37048
mypool,35922297,0xb09d47e62cc62c0977458a19731ef20e7271a38815a086006cdf6be9d356e18e,1667800017,3,0xb09d47e62cc62c0977458a19731ef20e7271a38815a086006cdf6be9d356e18e,sender,recipient,-1.2180436446450336,50.0011180559691,505105427301179269593687359527,0,40644791727816.46,37050
mypool,35922366,0x7784240fa42c51dfa1fdd17f8d45373b291964936077cd3bf721c6a76e064c31,1667800042,10,0x7784240fa42c51dfa1fdd17f8d45373b291964936077cd3bf721c6a76e064c31,sender,recipient,-0.4803178609591602,19.72056183716222,505129665138515865114695204862,0,40648692558944.336,37051
mypool,35925377,0xb80cfc60b7aff5841d12e955206d06c97a136a1931422a383492c31af2b35c81,1667800959,6,0xb80cfc60b7aff5841d12e955206d06c97a136a1931422a383492c31af2b35c81,sender,recipient,-0.016298747550573353,0.6692160172463802,505130487647991152770670373143,0,40648824936685.41,37051
